Price History: TLT-US,,,,,,,,,,
,,,,,,,,,,
.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Price,CVol,% Change,Open,Low,High,NAV,Total Return (Gross),% Return,Cumulative Return %
06/09/08,90.76,1811960,,90.48,90.19,91.39,90.97,95.82,,9.67
06/10/08,90.17,1935233,-0.65,90.65,89.70,90.71,89.95,95.19,-0.65,8.95
06/11/08,89.96,2265399,-0.23,90.05,89.71,90.72,89.97,94.97,-0.23,8.70
06/12/08,89.06,4413091,-1.00,89.56,88.82,89.64,89.09,94.02,-1.00,7.61
06/13/08,88.87,1983557,-0.21,88.97,88.68,89.54,88.61,93.82,-0.21,7.38
06/16/08,88.89,1756717,0.02,89.11,88.62,89.18,88.95,93.84,0.02,7.41
06/17/08,89.07,1712113,0.20,89.15,88.59,89.27,88.85,94.03,0.20,7.62
06/18/08,89.82,2589981,0.84,89.29,89.09,89.97,89.60,94.82,0.84,8.53
06/19/08,89.29,1700494,-0.59,89.52,89.03,89.75,89.35,94.26,-0.59,7.89
06/20/08,89.81,4580862,0.58,89.94,89.69,90.07,90.00,94.81,0.58,8.52
06/23/08,90.00,1594100,0.21,90.08,89.83,90.43,89.92,95.01,0.21,8.75
06/24/08,90.59,3118383,0.66,90.38,90.14,90.81,90.57,95.64,0.66,9.47
06/25/08,90.64,3251541,0.05,90.65,89.81,90.76,90.54,95.69,0.05,9.52
06/26/08,91.25,4052210,0.67,91.00,90.79,91.44,91.30,96.33,0.67,10.26
06/27/08,92.32,4144761,1.17,91.73,91.45,92.44,92.15,97.46,1.17,11.55
06/30/08,92.34,3742927,0.02,92.41,92.08,92.82,92.20,97.48,0.02,11.58
07/01/08,91.79,3805099,-0.60,92.69,91.68,92.77,91.71,97.25,-0.24,11.31
07/02/08,92.27,2413627,0.52,91.96,91.87,92.38,92.27,97.76,0.52,11.89
07/03/08,92.07,1405066,-0.22,91.71,91.54,92.30,91.99,97.55,-0.22,11.65
07/07/08,92.49,3528393,0.46,92.07,91.58,93.15,92.39,97.99,0.46,12.16
07/08/08,93.09,2176516,0.65,92.50,92.42,93.14,93.03,98.63,0.65,12.89
07/09/08,93.50,1581965,0.44,92.94,92.92,93.64,93.38,99.06,0.44,13.39
07/10/08,93.49,2723502,-0.01,93.33,92.94,93.76,93.46,99.05,-0.01,13.37
07/11/08,92.16,5467244,-1.42,93.52,91.86,93.74,92.15,97.64,-1.42,11.76
07/14/08,92.97,4135305,0.88,92.38,92.29,93.26,92.84,98.50,0.88,12.74
07/15/08,92.94,4541397,-0.03,93.07,92.70,93.43,92.80,98.47,-0.03,12.71
07/16/08,91.26,3435843,-1.81,92.08,91.21,92.24,91.39,96.69,-1.81,10.67
07/17/08,90.79,5899839,-0.52,91.26,90.56,91.61,90.67,96.19,-0.52,10.10
07/18/08,90.45,3475162,-0.37,90.76,90.30,91.20,90.42,95.83,-0.37,9.69
07/21/08,90.80,3657163,0.39,90.45,90.25,90.90,90.60,96.20,0.39,10.11
07/22/08,90.35,2675178,-0.50,90.64,90.03,90.76,90.36,95.73,-0.50,9.57
07/23/08,90.17,2871887,-0.20,90.22,89.75,90.37,89.88,95.54,-0.20,9.35
07/24/08,91.05,2613219,0.98,90.35,90.35,91.25,91.04,96.47,0.98,10.41
07/25/08,90.14,3765217,-1.00,90.55,90.00,90.84,89.96,95.50,-1.00,9.31
07/28/08,91.05,1275867,1.01,90.95,90.70,91.47,91.09,96.47,1.01,10.41
07/29/08,90.68,1349024,-0.41,90.66,90.31,90.99,90.99,96.08,-0.41,9.97
07/30/08,90.77,1667461,0.10,90.09,90.03,91.29,90.80,96.17,0.10,10.07
07/31/08,91.67,3898642,0.99,91.72,91.27,92.05,91.30,97.13,0.99,11.17
08/01/08,91.54,1804729,-0.14,90.97,90.83,91.56,91.40,97.34,0.22,11.41
08/04/08,91.33,2029898,-0.23,91.09,91.01,91.64,91.24,97.12,-0.23,11.16
08/05/08,90.65,2191151,-0.74,91.35,90.62,91.60,90.73,96.39,-0.74,10.33
08/06/08,90.28,3139404,-0.41,90.41,89.82,90.41,90.04,96.00,-0.41,9.88
08/07/08,91.75,2765517,1.63,90.63,90.43,91.90,91.63,97.56,1.63,11.67
08/08/08,92.00,1035331,0.27,91.89,91.54,92.08,91.75,97.83,0.27,11.97
08/11/08,91.12,3939322,-0.96,91.78,90.60,91.78,91.05,96.89,-0.96,10.90
08/12/08,91.97,1314992,0.93,91.81,91.70,92.03,91.90,97.80,0.93,11.93
08/13/08,91.65,1940263,-0.35,92.30,91.46,92.35,91.55,97.46,-0.35,11.55
08/14/08,92.24,2605243,0.64,92.26,92.07,92.60,92.32,98.08,0.64,12.26
08/15/08,93.04,1964807,0.87,92.67,92.57,93.20,92.90,98.94,0.87,13.24
08/18/08,93.41,1263123,0.40,93.08,92.96,93.54,93.38,99.33,0.40,13.69
08/19/08,93.05,1944609,-0.39,93.44,92.89,93.53,93.01,98.95,-0.39,13.25
08/20/08,93.31,2499938,0.28,93.38,93.15,93.71,93.38,99.22,0.28,13.57
08/21/08,93.14,2266997,-0.18,93.63,92.75,93.63,93.08,99.04,-0.18,13.36
08/22/08,93.08,1989912,-0.06,93.11,92.64,93.17,93.17,98.98,-0.06,13.29
08/25/08,94.01,2028240,1.00,94.12,93.85,94.33,93.97,99.97,1.00,14.42
08/26/08,94.09,1270881,0.09,93.96,93.71,94.20,94.07,100.05,0.09,14.52
08/27/08,94.25,1555299,0.17,93.49,93.44,94.29,94.22,100.22,0.17,14.71
08/28/08,94.26,1886420,0.01,93.91,93.69,94.41,94.19,100.23,0.01,14.72
08/29/08,93.84,1739019,-0.45,94.02,93.51,94.16,93.83,99.79,-0.45,14.21
09/02/08,94.37,2915981,0.56,92.98,92.84,94.41,94.23,100.71,0.93,15.27
09/03/08,94.77,2104925,0.42,94.27,94.26,94.89,94.81,101.14,0.42,15.76
09/04/08,95.53,3049715,0.80,95.00,94.81,95.56,95.32,101.94,0.80,16.68
09/05/08,95.48,4168041,-0.05,96.02,95.41,96.31,95.38,101.90,-0.05,16.63
09/08/08,95.88,5426146,0.42,94.90,94.56,95.88,95.55,102.32,0.42,17.11
09/09/08,96.83,3890119,0.99,95.83,95.54,96.88,96.59,103.34,0.99,18.27
09/10/08,96.23,2407852,-0.62,95.98,95.82,96.66,96.13,102.70,-0.62,17.54
09/11/08,96.18,3591911,-0.05,96.79,96.00,96.86,96.39,102.64,-0.05,17.48
09/12/08,94.94,4138135,-1.29,96.21,94.75,96.33,94.78,101.32,-1.29,15.97
09/15/08,98.02,5890028,3.24,96.28,96.07,98.17,97.32,104.61,3.24,19.73
09/16/08,98.00,6684376,-0.02,100.71,97.91,100.86,97.92,104.59,-0.02,19.70
09/17/08,98.49,4371248,0.50,98.92,97.73,99.38,98.11,105.11,0.50,20.30
09/18/08,97.05,4188273,-1.46,97.95,96.92,98.49,97.74,103.57,-1.46,18.54
09/19/08,93.97,7169172,-3.17,93.86,93.70,95.02,93.99,100.28,-3.17,14.78
09/22/08,93.96,4726297,-0.01,92.93,92.60,93.96,93.47,100.27,-0.01,14.77
09/23/08,93.60,2235943,-0.38,93.61,93.13,94.10,93.19,99.89,-0.38,14.33
09/24/08,94.01,1014891,0.44,93.97,93.60,94.75,94.01,100.33,0.44,14.83
09/25/08,93.82,1881151,-0.20,94.59,93.15,94.59,93.67,100.12,-0.20,14.60
09/26/08,94.50,1992783,0.72,94.07,94.07,94.79,94.42,100.85,0.72,15.43
09/29/08,97.25,4799714,2.91,95.17,95.16,97.93,97.19,103.78,2.91,18.79
09/30/08,94.88,1358052,-2.44,97.04,94.60,97.29,94.80,101.26,-2.44,15.89
10/01/08,95.78,1767757,0.95,96.04,94.95,96.90,95.36,102.53,1.25,17.35
10/02/08,96.55,931832,0.80,96.57,96.07,96.85,96.66,103.35,0.80,18.29
10/03/08,97.40,1903059,0.88,97.38,95.49,97.79,96.95,104.26,0.88,19.33
10/06/08,99.17,2906197,1.82,98.74,98.62,99.86,99.75,106.15,1.82,21.50
10/07/08,98.87,1971958,-0.30,98.32,97.98,99.67,98.59,105.83,-0.30,21.13
10/08/08,97.45,3386598,-1.44,99.68,96.68,99.94,97.38,104.31,-1.44,19.39
10/09/08,96.63,1785344,-0.84,97.37,96.22,97.70,96.41,103.44,-0.84,18.39
10/10/08,95.95,2199907,-0.70,96.61,95.51,96.91,96.18,102.71,-0.70,17.55
10/13/08,94.72,1532006,-1.28,95.11,94.26,95.95,96.22,101.39,-1.28,16.05
10/14/08,94.11,2099972,-0.64,94.25,93.90,95.26,94.46,100.74,-0.64,15.30
10/15/08,95.01,1449460,0.96,94.12,93.42,95.04,94.37,101.70,0.96,16.40
10/16/08,94.52,1063187,-0.52,94.99,94.18,95.27,94.62,101.18,-0.52,15.80
10/17/08,93.87,1691858,-0.69,94.69,93.02,94.90,93.64,100.48,-0.69,15.01
10/20/08,94.62,1146711,0.80,93.44,93.36,94.94,94.17,101.28,0.80,15.93
10/21/08,95.12,1243652,0.53,95.09,94.74,95.99,95.51,101.82,0.53,16.54
10/22/08,97.05,1071261,2.03,96.12,95.85,97.49,96.80,103.88,2.03,18.90
10/23/08,97.77,1801919,0.74,97.95,96.82,98.89,98.52,104.66,0.74,19.78
10/24/08,96.73,1495705,-1.06,98.82,96.45,99.05,96.69,103.54,-1.06,18.51
10/27/08,96.80,1534101,0.07,97.77,96.29,98.21,96.50,103.62,0.07,18.60
10/28/08,95.39,1505478,-1.46,96.18,95.15,96.90,95.51,102.11,-1.46,16.87
10/29/08,94.91,1748285,-0.50,95.77,94.43,96.01,94.35,101.59,-0.50,16.28
10/30/08,94.05,1325935,-0.91,94.50,93.80,94.80,93.90,100.67,-0.91,15.23
10/31/08,92.83,2282489,-1.30,94.64,92.65,94.92,92.64,99.37,-1.30,13.73
11/03/08,92.71,1111595,-0.13,92.72,92.35,93.11,92.90,99.64,0.27,14.04
11/04/08,94.45,1608756,1.88,92.96,92.59,94.71,94.39,101.51,1.88,16.18
11/05/08,95.57,1931636,1.19,94.89,94.40,95.67,95.18,102.71,1.19,17.56
11/06/08,94.88,919672,-0.72,94.60,93.81,95.05,94.73,101.97,-0.72,16.71
11/07/08,94.26,1277053,-0.65,94.52,93.55,94.52,93.94,101.30,-0.65,15.94
11/10/08,94.72,1352097,0.49,93.80,93.68,95.10,94.79,101.80,0.49,16.51
11/11/08,95.00,695968,0.30,95.21,94.96,95.81,94.81,102.10,0.30,16.86
11/12/08,95.61,1199402,0.64,95.58,95.16,96.07,95.22,102.75,0.64,17.61
11/13/08,93.32,1631895,-2.40,94.91,93.25,95.25,93.57,100.29,-2.40,14.79
11/14/08,95.17,1059631,1.98,95.11,94.79,95.46,95.13,102.28,1.98,17.06
11/17/08,95.59,490511,0.44,95.68,95.29,96.03,95.56,102.73,0.44,17.58
11/18/08,96.82,924768,1.29,96.38,95.96,97.00,96.40,104.05,1.29,19.09
11/19/08,99.30,2090312,2.56,97.47,97.21,99.37,98.74,106.72,2.56,22.14
11/20/08,104.43,5459770,5.17,101.82,101.10,104.44,102.67,112.23,5.17,28.45
11/21/08,102.92,3249297,-1.45,103.25,101.45,103.98,103.05,110.61,-1.45,26.60
11/24/08,101.31,1587214,-1.56,102.15,101.00,102.29,101.77,108.88,-1.56,24.62
11/25/08,104.29,2632783,2.94,103.95,102.68,104.47,103.69,112.08,2.94,28.28
11/26/08,104.43,2577729,0.13,104.72,104.09,105.62,104.63,112.23,0.13,28.45
11/28/08,105.72,988446,1.24,105.25,104.94,105.97,105.65,113.62,1.24,30.04
12/01/08,109.40,4031550,3.48,107.75,107.13,110.41,109.36,117.95,3.82,35.00
12/02/08,109.82,3289232,0.38,108.56,108.19,110.37,109.96,118.41,0.38,35.52
12/03/08,110.13,2950997,0.28,110.27,108.56,110.81,110.19,118.74,0.28,35.91
12/04/08,112.30,2826095,1.97,111.13,110.37,112.49,111.76,121.08,1.97,38.58
12/05/08,110.48,4557562,-1.62,111.95,110.42,113.00,111.08,119.12,-1.62,36.34
12/08/08,110.24,2119481,-0.22,110.48,109.69,111.25,110.42,118.86,-0.22,36.04
12/09/08,112.42,2055457,1.98,110.58,110.25,112.53,111.74,121.21,1.98,38.73
12/10/08,112.15,2414870,-0.24,111.37,111.12,112.15,111.47,120.92,-0.24,38.40
12/11/08,112.37,2417249,0.20,112.18,110.87,112.43,111.67,121.16,0.20,38.67
12/12/08,112.37,2547014,,112.54,110.34,112.56,112.12,121.16,,38.67
12/15/08,113.65,1707653,1.14,112.35,112.05,113.94,113.18,122.54,1.14,40.25
12/16/08,116.46,4015018,2.47,114.10,113.97,116.90,115.82,125.57,2.47,43.72
12/17/08,119.62,6432079,2.71,120.77,119.26,121.13,119.73,128.97,2.71,47.62
12/18/08,122.13,4441969,2.10,120.74,120.45,123.15,122.24,131.68,2.10,50.71
12/19/08,122.26,2668416,0.11,121.44,121.28,122.99,122.00,131.82,0.11,50.87
12/22/08,121.32,2222727,-0.77,122.39,120.73,122.39,121.44,130.81,-0.77,49.71
12/23/08,121.16,1747467,-0.13,120.14,119.90,121.50,120.87,130.63,-0.13,49.52
12/24/08,120.90,717452,-0.21,120.73,120.62,121.32,120.85,130.35,-0.21,49.20
12/26/08,121.30,454387,0.33,121.59,121.20,121.97,121.36,130.78,0.33,49.69
12/29/08,120.75,1415906,-0.45,121.43,120.61,122.01,120.66,130.63,-0.12,49.51
12/30/08,121.90,2590483,0.95,120.49,120.07,121.92,121.47,131.87,0.95,50.93
12/31/08,119.35,2737980,-2.09,121.41,118.85,122.00,119.03,129.11,-2.09,47.78
01/02/09,116.35,3464102,-2.51,120.05,116.35,120.45,116.61,125.87,-2.51,44.06
01/05/09,113.35,5395492,-2.58,115.60,112.60,116.16,112.54,122.62,-2.58,40.35
01/06/09,112.21,4110015,-1.01,111.62,111.00,113.26,111.85,121.39,-1.01,38.94
01/07/09,112.65,2548854,0.39,111.96,111.40,112.68,111.89,121.87,0.39,39.48
01/08/09,112.56,2603599,-0.08,112.64,111.99,112.92,112.30,121.77,-0.08,39.37
01/09/09,112.73,2727805,0.15,111.46,111.27,113.35,112.33,121.95,0.15,39.58
01/12/09,113.90,2462793,1.04,111.57,111.57,114.05,113.78,123.22,1.04,41.03
01/13/09,114.02,1767358,0.11,113.50,112.96,114.08,113.32,123.35,0.11,41.18
01/14/09,115.90,2494759,1.65,114.65,114.65,116.04,115.59,125.38,1.65,43.51
01/15/09,116.09,2827282,0.16,116.20,115.58,116.92,116.01,125.59,0.16,43.74
01/16/09,114.30,2994707,-1.54,113.42,113.36,116.09,115.24,123.65,-1.54,41.52
01/20/09,114.28,3268419,-0.02,112.29,112.23,114.63,114.30,123.63,-0.02,41.50
01/21/09,110.67,2838093,-3.16,111.93,110.40,113.04,110.52,119.72,-3.16,37.03
01/22/09,108.54,4016596,-1.92,110.60,107.88,110.77,108.80,117.42,-1.92,34.39
01/23/09,107.69,2676196,-0.78,107.92,106.69,108.32,107.66,116.50,-0.78,33.34
01/26/09,106.75,2240814,-0.87,107.43,106.30,107.82,106.94,115.48,-0.87,32.18
01/27/09,109.26,3421407,2.35,107.80,107.63,109.59,109.43,118.20,2.35,35.28
01/28/09,106.53,4348083,-2.50,109.31,105.72,109.81,106.11,115.24,-2.50,31.90
01/29/09,104.08,3724397,-2.30,105.56,103.66,106.31,104.02,112.59,-2.30,28.87
01/30/09,103.75,2630588,-0.32,104.55,103.44,104.87,103.41,112.24,-0.32,28.46
02/02/09,105.39,2700122,1.58,104.02,103.39,105.68,105.31,114.32,1.86,30.85
02/03/09,102.88,2846354,-2.38,104.30,102.75,104.83,102.97,111.60,-2.38,27.73
02/04/09,102.52,2305310,-0.35,102.75,101.62,102.87,102.32,111.21,-0.35,27.28
02/05/09,102.61,2279433,0.09,103.24,102.21,103.88,102.95,111.30,0.09,27.39
02/06/09,102.29,1667494,-0.31,102.25,101.90,102.86,102.21,110.96,-0.31,27.00
02/09/09,102.62,2257935,0.32,101.69,101.06,102.67,102.00,111.32,0.32,27.41
02/10/09,104.85,3783001,2.17,104.11,103.45,104.96,104.79,113.73,2.17,30.18
02/11/09,106.21,2774154,1.30,105.71,105.53,106.50,105.97,115.21,1.30,31.86
02/12/09,105.21,1818492,-0.94,105.98,104.74,106.18,105.81,114.12,-0.94,30.62
02/13/09,102.41,2468301,-2.66,103.95,102.23,103.95,102.24,111.09,-2.66,27.15
02/17/09,105.60,2813822,3.11,104.55,104.35,105.66,105.58,114.55,3.11,31.11
02/18/09,104.70,2768774,-0.85,106.06,104.30,106.56,104.73,113.57,-0.85,29.99
02/19/09,102.92,3220161,-1.70,102.69,102.23,104.06,102.07,111.64,-1.70,27.78
02/20/09,103.92,4272002,0.97,104.27,103.30,105.16,104.03,112.73,0.97,29.02
02/23/09,104.88,2688638,0.92,103.60,103.17,104.88,104.59,113.77,0.92,30.21
02/24/09,104.77,4197010,-0.10,105.70,104.77,106.68,105.01,113.65,-0.10,30.08
02/25/09,103.56,3908158,-1.15,105.24,103.03,105.49,103.32,112.33,-1.15,28.57
02/26/09,102.47,2611147,-1.05,102.87,101.98,103.26,102.69,111.15,-1.05,27.22
02/27/09,101.88,3267743,-0.58,102.57,101.21,103.01,101.54,110.51,-0.58,26.49
03/02/09,103.28,3301952,1.37,102.22,102.09,103.28,102.56,112.34,1.65,28.58
03/03/09,102.59,3084808,-0.67,102.23,101.81,103.57,102.05,111.59,-0.67,27.72
03/04/09,102.12,3178305,-0.46,101.49,101.16,102.25,101.75,111.08,-0.46,27.13
03/05/09,104.96,4562360,2.78,104.02,103.44,105.44,105.08,114.16,2.78,30.67
03/06/09,104.26,3126181,-0.67,104.26,104.09,105.97,105.04,113.40,-0.67,29.80
03/09/09,103.65,2070419,-0.59,104.51,103.12,104.55,103.51,112.74,-0.59,29.04
03/10/09,101.66,2602554,-1.92,102.43,101.51,102.75,101.73,110.58,-1.92,26.56
03/11/09,102.76,3101569,1.08,101.29,100.93,102.76,102.70,111.77,1.08,27.93
03/12/09,103.25,3558831,0.48,102.66,102.31,103.97,103.10,112.30,0.48,28.54
03/13/09,102.73,2503935,-0.50,102.75,102.33,103.88,102.54,111.74,-0.50,27.89
03/16/09,101.11,3265568,-1.58,100.82,100.50,101.45,101.18,109.98,-1.58,25.87
03/17/09,100.56,3076121,-0.54,101.72,100.39,102.33,100.52,109.38,-0.54,25.19
03/18/09,104.37,8579974,3.79,101.12,100.90,108.07,104.89,113.52,3.79,29.93
03/19/09,104.50,3650881,0.12,105.62,104.22,105.66,104.37,113.66,0.12,30.10
03/20/09,103.92,3479670,-0.56,104.62,103.78,105.00,103.82,113.03,-0.56,29.37
03/23/09,103.02,2096968,-0.87,104.29,102.97,104.42,103.23,112.05,-0.87,28.25
03/24/09,104.00,5477152,0.95,102.19,101.93,105.16,104.59,113.12,0.95,29.47
03/25/09,102.60,2549522,-1.35,103.29,102.31,103.72,102.84,111.60,-1.35,27.73
03/26/09,103.79,2385217,1.16,102.44,102.16,104.06,104.01,112.89,1.16,29.21
03/27/09,104.56,1853877,0.74,104.15,103.56,104.93,104.44,113.73,0.74,30.17
03/30/09,104.96,2300003,0.38,105.44,103.94,105.87,104.85,114.16,0.38,30.67
03/31/09,105.71,1094525,0.71,105.04,105.00,105.80,105.44,114.98,0.71,31.60
04/01/09,106.37,2383328,0.62,106.12,105.53,106.56,106.41,116.03,0.91,32.80
04/02/09,105.07,1766293,-1.22,105.89,104.84,106.07,104.99,114.61,-1.22,31.18
04/03/09,102.92,3316754,-2.05,104.91,102.66,105.16,102.60,112.26,-2.05,28.49
04/06/09,102.48,1418006,-0.43,103.54,102.22,103.59,102.05,111.78,-0.43,27.94
04/07/09,102.74,1312593,0.25,102.54,102.48,103.31,102.63,112.07,0.25,28.27
04/08/09,103.65,1007779,0.89,103.07,102.95,103.86,103.74,113.06,0.89,29.40
04/09/09,102.35,1088784,-1.25,102.47,101.98,103.18,102.11,111.64,-1.25,27.78
04/13/09,103.29,946563,0.92,102.96,102.93,103.51,103.34,112.67,0.92,28.95
04/14/09,103.83,1335976,0.52,103.25,102.93,104.21,103.80,113.26,0.52,29.63
04/15/09,103.65,1152418,-0.17,104.13,102.88,104.30,104.00,113.06,-0.17,29.40
04/16/09,102.83,1055573,-0.79,102.85,102.78,103.45,102.90,112.17,-0.79,28.38
04/17/09,101.70,2582707,-1.10,102.47,101.37,102.71,101.62,110.93,-1.10,26.97
04/20/09,103.24,1714341,1.51,102.63,102.45,103.40,103.24,112.61,1.51,28.89
04/21/09,102.22,1802538,-0.99,104.04,102.22,104.21,102.29,111.50,-0.99,27.62
04/22/09,101.60,2278060,-0.61,102.45,101.11,102.56,100.93,110.82,-0.61,26.84
04/23/09,101.59,1688281,-0.01,101.35,100.94,101.75,101.56,110.81,-0.01,26.83
04/24/09,100.57,2829905,-1.00,100.79,100.10,100.98,100.31,109.70,-1.00,25.56
04/27/09,101.00,2294515,0.43,101.07,100.06,101.19,101.07,110.17,0.43,26.09
04/28/09,99.35,2332548,-1.63,101.50,99.09,101.58,99.32,108.37,-1.63,24.04
04/29/09,98.47,3752505,-0.89,99.67,98.15,100.08,98.26,107.41,-0.89,22.94
04/30/09,98.08,2778208,-0.40,97.98,97.39,98.36,97.96,106.98,-0.40,22.45
05/01/09,97.11,2772133,-0.99,97.12,96.57,97.29,97.07,106.25,-0.69,21.61
05/04/09,97.43,2246608,0.33,97.36,96.79,97.82,97.45,106.60,0.33,22.01
05/05/09,97.31,1368959,-0.12,97.46,96.76,97.83,97.64,106.47,-0.12,21.86
05/06/09,97.08,2045866,-0.24,97.12,97.00,98.00,97.28,106.22,-0.24,21.57
05/07/09,94.71,5756391,-2.44,95.94,94.33,96.70,94.84,103.62,-2.44,18.60
05/08/09,94.94,2193360,0.24,95.02,94.65,95.39,94.99,103.88,0.24,18.89
05/11/09,96.29,2169932,1.42,96.05,95.79,96.45,96.41,105.35,1.42,20.58
05/12/09,96.64,2304726,0.36,96.18,95.80,97.02,96.76,105.74,0.36,21.02
05/13/09,97.69,1917455,1.09,97.36,97.24,97.93,97.93,106.88,1.09,22.34
05/14/09,98.07,1704583,0.39,97.60,97.30,98.25,98.17,107.30,0.39,22.81
05/15/09,98.04,2306504,-0.03,98.00,97.46,98.05,97.84,107.27,-0.03,22.77
05/18/09,96.52,2234609,-1.55,98.01,96.37,98.11,96.47,105.60,-1.55,20.87
05/19/09,96.01,1624222,-0.53,96.19,95.71,96.47,96.03,105.05,-0.53,20.23
05/20/09,97.02,2825795,1.05,95.93,95.83,97.16,96.81,106.15,1.05,21.50
05/21/09,94.58,4771832,-2.51,97.55,94.35,97.64,94.56,103.48,-2.51,18.44
05/22/09,93.53,4484644,-1.11,93.82,93.35,94.49,93.37,102.33,-1.11,17.13
05/26/09,92.12,3635200,-1.51,94.05,92.12,94.10,92.67,100.79,-1.51,15.36
05/27/09,90.49,7490809,-1.77,92.24,90.38,92.58,90.43,99.01,-1.77,13.32
05/28/09,91.80,9826336,1.45,91.77,90.23,91.98,91.45,100.44,1.45,14.96
05/29/09,94.17,4746612,2.58,91.70,91.64,94.23,94.16,103.03,2.58,17.93
06/01/09,91.09,6986934,-3.27,92.34,90.57,92.38,90.55,100.00,-2.95,14.45
06/02/09,91.58,5064098,0.54,91.61,90.78,91.77,91.74,100.54,0.54,15.07
06/03/09,92.44,6727244,0.94,91.96,91.33,92.61,92.40,101.48,0.94,16.15
06/04/09,90.53,5438563,-2.07,91.43,90.24,91.72,90.30,99.38,-2.07,13.75
06/05/09,89.84,8441002,-0.76,89.91,89.55,90.90,89.45,98.63,-0.76,12.88
06/08/09,89.61,4084816,-0.26,90.41,89.48,90.73,89.78,98.37,-0.26,12.59
06/09/09,89.60,6046596,-0.01,90.19,89.25,90.31,89.59,98.36,-0.01,12.58
06/10/09,88.19,12143040,-1.57,88.87,87.56,89.43,88.36,96.81,-1.57,10.81
06/11/09,89.17,10693780,1.11,87.76,87.69,89.52,89.25,97.89,1.11,12.04
06/12/09,89.97,6607128,0.90,89.42,89.42,90.65,90.01,98.77,0.90,13.05
06/15/09,90.78,4518630,0.90,90.54,90.48,91.15,91.13,99.66,0.90,14.06
06/16/09,92.36,5376949,1.74,90.96,90.80,92.43,91.86,101.39,1.74,16.05
06/17/09,91.84,7197109,-0.56,92.45,91.84,93.33,92.40,100.82,-0.56,15.39
06/18/09,90.45,6794601,-1.51,91.25,90.11,91.58,90.26,99.29,-1.51,13.65
06/19/09,91.69,4750877,1.37,90.33,90.21,91.70,91.55,100.66,1.37,15.21
06/22/09,92.58,3952348,0.97,92.44,92.06,92.91,92.92,101.63,0.97,16.32
06/23/09,93.67,5359875,1.18,92.77,92.58,93.81,93.73,102.83,1.18,17.69
06/24/09,92.73,6556727,-1.00,93.65,92.66,94.07,93.02,101.80,-1.00,16.51
06/25/09,94.43,7140032,1.83,93.22,92.67,94.50,94.42,103.66,1.83,18.65
06/26/09,94.59,4050306,0.17,94.62,94.21,94.90,94.82,103.84,0.17,18.85
06/29/09,94.73,4334831,0.15,95.07,94.58,95.37,94.78,103.99,0.15,19.03
06/30/09,94.57,3743764,-0.17,94.19,93.81,95.11,94.62,103.82,-0.17,18.83
07/01/09,94.08,3379993,-0.52,93.42,93.24,94.09,93.85,103.61,-0.20,18.59
07/02/09,94.30,2645005,0.23,94.33,94.00,94.61,94.39,103.85,0.23,18.87
07/06/09,94.12,1886697,-0.19,94.05,93.39,94.29,94.06,103.66,-0.19,18.64
07/07/09,94.75,2592443,0.67,93.62,93.61,94.88,94.64,104.35,0.67,19.44
07/08/09,96.50,7912835,1.85,95.12,94.89,96.81,96.78,106.28,1.85,21.64
07/09/09,95.35,5250766,-1.19,95.35,94.45,95.73,94.50,105.01,-1.19,20.19
07/10/09,96.23,3981804,0.92,95.62,95.43,96.33,96.17,105.98,0.92,21.30
07/13/09,95.69,2604382,-0.56,96.32,95.56,96.60,95.71,105.39,-0.56,20.62
07/14/09,94.10,3629073,-1.66,94.76,93.70,95.13,94.04,103.63,-1.66,18.62
07/15/09,91.68,4669206,-2.57,92.66,91.67,93.00,92.10,100.97,-2.57,15.57
07/16/09,92.67,4225157,1.08,92.81,92.50,93.18,92.60,102.06,1.08,16.81
07/17/09,91.24,3845658,-1.54,91.90,91.24,92.36,91.44,100.48,-1.54,15.01
07/20/09,91.72,4436505,0.53,90.85,90.80,92.49,92.34,101.01,0.53,15.62
07/21/09,93.55,3895225,2.00,91.45,91.29,93.70,93.70,103.03,2.00,17.92
07/22/09,92.71,1986706,-0.90,93.40,92.36,93.53,92.35,102.10,-0.90,16.86
07/23/09,91.01,3819859,-1.83,92.76,90.57,92.80,90.56,100.23,-1.83,14.72
07/24/09,91.45,1765276,0.48,91.00,90.77,91.45,91.17,100.72,0.48,15.28
07/27/09,90.40,2756169,-1.15,90.23,89.94,90.66,90.37,99.56,-1.15,13.95
07/28/09,91.20,3324934,0.88,90.72,90.43,91.82,91.13,100.44,0.88,14.96
07/29/09,91.70,2911690,0.55,92.17,90.94,92.29,91.93,100.99,0.55,15.59
07/30/09,93.00,4040621,1.42,91.54,91.23,93.15,92.66,102.42,1.42,17.23
07/31/09,94.81,5697633,1.95,93.85,93.28,94.86,94.71,104.42,1.95,19.51
08/03/09,93.06,4030110,-1.85,93.81,92.61,93.87,92.78,102.84,-1.51,17.71
08/04/09,92.32,3832186,-0.80,93.63,91.67,93.72,92.15,102.02,-0.80,16.77
08/05/09,90.94,4458231,-1.49,91.31,90.87,92.75,90.88,100.50,-1.49,15.02
